booking_id,customer_id,full_name,customer_country,booking_date,booking_day,booking_year,booking_month_number,booking_month,departure_date,departure_airport,arrival_airport,route,booking_amount,booking_status,payment_method,payment_status,failed_attempts,device_id,card_id,ip_country_code,card_country_code,days_before_departure,account_age_days,high_value_flag,last_minute_flag,country_mismatch_flag,failed_payment_flag,new_account_high_value_flag,shared_device_flag,shared_card_flag,fraud_risk_score,risk_level,recommended_action,fraud_confirmed,investigation_status
5085,1448,"Lucas Brown",DE,"2026-05-26 14:06:36",2026-05-26,2026,5,2026-05,2026-11-02,MAN,OTP,"MAN - OTP",670.61,Confirmed,Visa,Successful,0,DEV-001448,CARD-001448-1,DE,US,160,1186,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5086,576,"Maria Brown",AE,"2026-04-16 20:23:01",2026-04-16,2026,4,2026-04,2026-05-16,VCE,OTP,"VCE - OTP",1342.80,Cancelled,Amex,Successful,3,DEV-000576,CARD-000576-1,AE,US,30,26,0,0,1,1,0,0,0,30,Medium,"Additional verification",0,Cleared
5087,1958,"Amelia Miller",GB,"2025-12-06 19:52:18",2025-12-06,2025,12,2025-12,2026-01-17,MAD,NCE,"MAD - NCE",1835.32,Completed,Mastercard,Successful,0,DEV-001958,CARD-001958-1,GB,GB,42,324,1,0,0,0,0,0,0,20,Low,Allow,0,Cleared
5088,1632,"Amelia Clark",US,"2026-02-18 12:04:21",2026-02-18,2026,2,2026-02,2026-07-05,FRA,LAX,"FRA - LAX",300.98,Confirmed,PayPal,Successful,0,DEV-001632,CARD-001632-1,US,IT,137,454,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5089,326,"Lucas Moore",AE,"2025-12-28 09:36:07",2025-12-28,2025,12,2025-12,2026-04-19,HER,LOS,"HER - LOS",503.14,Confirmed,Visa,Successful,0,DEV-000326,CARD-000326-1,AE,AE,112,798,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5090,1044,"Alex Brown",GB,"2025-01-19 08:15:18",2025-01-19,2025,1,2025-01,2025-03-23,MUC,AGP,"MUC - AGP",830.35,Cancelled,Visa,Successful,0,DEV-001044,CARD-001044-1,GB,GB,63,189,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5091,406,"Amelia Garcia",AE,"2026-06-24 11:17:15",2026-06-24,2026,6,2026-06,2026-09-02,AMS,BER,"AMS - BER",530.31,Confirmed,Amex,Successful,3,DEV-SHARED-058,CARD-000406-1,AE,FR,70,809,0,0,1,1,0,1,0,50,Medium,"Additional verification",0,Cleared
5092,1315,"Alex Lewis",US,"2026-05-24 11:15:38",2026-05-24,2026,5,2026-05,2026-09-03,AUH,SKG,"AUH - SKG",100.72,Confirmed,PayPal,Successful,1,DEV-SHARED-118,CARD-001315-1,US,US,102,23,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
5093,605,"Emma Taylor",US,"2026-01-03 00:22:58",2026-01-03,2026,1,2026-01,2026-02-07,AMS,TIA,"AMS - TIA",133.59,Completed,PayPal,Successful,0,DEV-000605,CARD-000605-1,US,US,35,89,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5094,506,"Noah Martin",AL,"2026-04-02 06:23:33",2026-04-02,2026,4,2026-04,2026-07-09,LOS,HER,"LOS - HER",1316.56,"Pending Review",Amex,Successful,0,DEV-000506,CARD-000506-1,AL,AL,98,339,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5095,547,"James Garcia",US,"2025-01-19 01:15:46",2025-01-19,2025,1,2025-01,2025-03-03,BER,AMS,"BER - AMS",2578.02,"Pending Review",Visa,Successful,8,DEV-FRAUD-025,CARD-FRAUD-014,US,AE,43,655,1,0,1,1,0,1,1,95,Critical,"Block and investigate",1,"Confirmed Fraud"
5096,905,"Olivia Brown",NG,"2025-12-19 17:15:31",2025-12-19,2025,12,2025-12,2026-02-19,LAX,SKG,"LAX - SKG",963.42,Confirmed,Visa,Successful,0,DEV-000905,CARD-000905-2,NG,NG,62,60,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5097,1206,"Daniel Garcia",AL,"2025-07-27 06:01:41",2025-07-27,2025,7,2025-07,2025-12-20,AMS,AUH,"AMS - AUH",1122.00,Confirmed,Visa,Successful,0,DEV-001206,CARD-001206-2,IT,AL,146,29,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5098,604,"James Smith",AE,"2026-05-24 23:35:55",2026-05-24,2026,5,2026-05,2026-11-13,ATH,AUH,"ATH - AUH",452.38,Confirmed,Amex,Successful,4,DEV-000604,CARD-000604-1,AE,FR,173,449,0,0,1,1,0,0,0,30,Medium,"Additional verification",0,Cleared
5099,490,"Amelia Brown",NL,"2025-10-18 01:21:03",2025-10-18,2025,10,2025-10,2025-11-24,TIA,LOS,"TIA - LOS",1271.64,Confirmed,Amex,Successful,0,DEV-000490,CARD-000490-1,NL,NL,37,622,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5100,439,"Ethan Martin",GR,"2026-06-11 16:37:31",2026-06-11,2026,6,2026-06,2026-07-19,AMS,NCE,"AMS - NCE",194.64,Confirmed,PayPal,Successful,2,DEV-000439,CARD-000439-2,GR,GR,38,150,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5101,325,"Maria Brown",AL,"2025-11-08 11:43:50",2025-11-08,2025,11,2025-11,2026-03-14,FRA,TIA,"FRA - TIA",1330.15,Cancelled,Visa,Successful,0,DEV-000325,CARD-000325-1,GR,AL,126,142,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5102,1106,"James Moore",RO,"2026-06-30 13:52:07",2026-06-30,2026,6,2026-06,2026-07-02,ORY,TIA,"ORY - TIA",681.69,Completed,Mastercard,Successful,0,DEV-001106,CARD-001106-2,RO,NL,2,1088,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5103,404,"Mia Martin",US,"2026-02-24 22:26:21",2026-02-24,2026,2,2026-02,2026-02-25,ORY,LGW,"ORY - LGW",2059.19,Confirmed,PayPal,Successful,0,DEV-000404,CARD-000404-2,AE,US,1,370,1,1,1,0,0,0,0,50,Medium,"Additional verification",0,Cleared
5104,516,"Emma Smith",AE,"2025-11-15 00:17:06",2025-11-15,2025,11,2025-11,2026-01-14,OTP,MXP,"OTP - MXP",1444.83,Confirmed,Visa,Successful,0,DEV-000516,CARD-000516-2,RO,AE,60,238,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5105,1829,"Isabella Smith",FR,"2025-08-24 20:10:41",2025-08-24,2025,8,2025-08,2026-02-11,HER,MAN,"HER - MAN",1808.78,Confirmed,Mastercard,Successful,0,DEV-001829,CARD-001829-1,FR,ES,171,173,1,0,1,0,0,0,0,35,Medium,"Additional verification",0,Cleared
5106,1677,"Isabella Miller",IT,"2026-04-14 20:29:11",2026-04-14,2026,4,2026-04,2026-08-13,ORD,AMS,"ORD - AMS",561.66,Completed,Amex,Successful,1,DEV-001677,CARD-SHARED-100,IT,IT,121,29,0,0,0,0,0,0,1,25,Low,Allow,0,Cleared
5107,1134,"Daniel Lewis",AL,"2025-06-06 01:19:05",2025-06-06,2025,6,2025-06,2025-08-23,LHR,LOS,"LHR - LOS",1899.88,Confirmed,Visa,Successful,0,DEV-001134,CARD-001134-1,AL,GB,78,670,1,0,1,0,0,0,0,35,Medium,"Additional verification",0,Cleared
5108,1401,"Mia Lee",NG,"2025-05-19 00:56:17",2025-05-19,2025,5,2025-05,2025-10-23,MAD,MUC,"MAD - MUC",266.63,Confirmed,Mastercard,Successful,0,DEV-SHARED-034,CARD-001401-2,NG,NG,157,20,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
5109,355,"Ava Garcia",AE,"2026-03-23 00:01:58",2026-03-23,2026,3,2026-03,2026-04-01,TIA,FCO,"TIA - FCO",1229.44,Confirmed,Mastercard,Successful,0,DEV-000355,CARD-000355-2,AE,AE,9,568,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5110,480,"Daniel Moore",ES,"2025-05-24 22:20:38",2025-05-24,2025,5,2025-05,2025-05-24,VCE,HER,"VCE - HER",1426.45,Confirmed,Mastercard,Successful,0,DEV-000480,CARD-000480-1,ES,FR,0,666,0,1,1,0,0,0,0,30,Medium,"Additional verification",0,Cleared
5111,1647,"Amelia Martin",NL,"2026-05-19 23:46:57",2026-05-19,2026,5,2026-05,2026-05-21,LOS,LAX,"LOS - LAX",221.63,Completed,Amex,Successful,0,DEV-001647,CARD-001647-1,NL,NL,2,982,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5112,582,"James Taylor",NL,"2026-07-04 02:47:08",2026-07-04,2026,7,2026-07,2026-12-05,TIA,CDG,"TIA - CDG",792.15,Cancelled,PayPal,Successful,0,DEV-000582,CARD-000582-2,NL,NL,154,545,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5113,314,"Isabella Lewis",ES,"2026-06-08 23:42:25",2026-06-08,2026,6,2026-06,2026-06-09,HER,LHR,"HER - LHR",2222.90,Confirmed,Visa,Successful,4,DEV-000314,CARD-000314-1,ES,ES,1,77,1,1,0,1,0,0,0,50,Medium,"Additional verification",0,Cleared
5114,488,"Emma Thomas",DE,"2025-08-12 12:24:19",2025-08-12,2025,8,2025-08,2026-01-10,FCO,TIA,"FCO - TIA",204.95,Confirmed,Visa,Successful,0,DEV-000488,CARD-000488-2,DE,ES,151,613,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5115,673,"James Wilson",GB,"2026-01-16 01:45:27",2026-01-16,2026,1,2026-01,2026-04-25,FRA,LGW,"FRA - LGW",2098.50,Confirmed,Mastercard,Successful,0,DEV-000673,CARD-000673-2,GB,GB,99,24,1,0,0,0,0,0,0,20,Low,Allow,0,Cleared
5116,1455,"Leo Rossi",ES,"2025-11-14 16:38:32",2025-11-14,2025,11,2025-11,2026-01-21,LGW,HER,"LGW - HER",185.44,Completed,Amex,Successful,2,DEV-SHARED-036,CARD-001455-1,ES,ES,68,24,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
5117,1209,"Daniel Moore",GB,"2025-12-25 21:57:22",2025-12-25,2025,12,2025-12,2026-05-07,LAX,TIA,"LAX - TIA",349.86,Confirmed,Visa,Successful,4,DEV-001209,CARD-001209-2,GB,GB,133,320,0,0,0,1,0,0,0,15,Low,Allow,0,Cleared
5118,1520,"Alex Lewis",FR,"2026-01-03 05:44:15",2026-01-03,2026,1,2026-01,2026-01-04,LGW,JFK,"LGW - JFK",294.47,Confirmed,Visa,Successful,0,DEV-001520,CARD-SHARED-090,GB,FR,1,58,0,0,1,0,0,0,1,40,Medium,"Additional verification",0,Cleared
5119,1173,"Liam Clark",AE,"2025-04-21 16:00:23",2025-04-21,2025,4,2025-04,2025-04-22,LOS,LHR,"LOS - LHR",399.87,Confirmed,PayPal,Successful,4,DEV-SHARED-037,CARD-001173-2,AE,AE,1,676,0,0,0,1,0,1,0,35,Medium,"Additional verification",0,Cleared
5120,806,"Maria Clark",IT,"2026-02-16 11:36:35",2026-02-16,2026,2,2026-02,2026-03-26,TIA,DXB,"TIA - DXB",1037.98,Completed,Mastercard,Successful,0,DEV-000806,CARD-000806-2,IT,IT,38,54,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5121,1315,"Alex Lewis",US,"2026-05-23 01:00:12",2026-05-23,2026,5,2026-05,2026-07-30,HER,MXP,"HER - MXP",1215.28,Completed,PayPal,Successful,0,DEV-SHARED-116,CARD-001315-1,US,US,68,22,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
5122,1695,"Isabella Rossi",US,"2026-03-14 17:22:21",2026-03-14,2026,3,2026-03,2026-08-10,ORY,LOS,"ORY - LOS",269.33,Confirmed,Mastercard,Successful,0,DEV-001695,CARD-001695-1,AL,US,149,494,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5123,1731,"Mia Thomas",GB,"2026-05-05 07:03:18",2026-05-05,2026,5,2026-05,2026-06-30,MAD,LAX,"MAD - LAX",1325.58,Confirmed,Visa,Successful,0,DEV-001731,CARD-001731-1,GB,GB,56,1193,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5124,974,"Lucas Anderson",FR,"2026-05-28 23:05:22",2026-05-28,2026,5,2026-05,2026-05-29,AUH,OTP,"AUH - OTP",2337.16,"Pending Review",Mastercard,Successful,0,DEV-000974,CARD-FRAUD-024,NG,NL,1,133,1,1,1,0,0,0,1,75,High,"Manual review",1,"Confirmed Fraud"
5125,898,"Liam Anderson",NG,"2025-12-02 20:28:59",2025-12-02,2025,12,2025-12,2025-12-07,TIA,BER,"TIA - BER",1157.94,Confirmed,PayPal,Successful,0,DEV-000898,CARD-000898-1,NG,NG,5,874,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5126,86,"Sofia Clark",ES,"2026-01-08 10:09:48",2026-01-08,2026,1,2026-01,2026-03-25,DXB,ATH,"DXB - ATH",862.40,Completed,Amex,Successful,1,DEV-000086,CARD-000086-1,RO,AE,76,233,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5127,1990,"Maria Lee",ES,"2025-11-14 19:06:24",2025-11-14,2025,11,2025-11,2026-01-21,NCE,LOS,"NCE - LOS",981.24,Completed,Amex,Successful,1,DEV-SHARED-067,CARD-001990-1,ES,ES,68,629,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
5128,1478,"Leo Smith",US,"2026-04-13 21:51:22",2026-04-13,2026,4,2026-04,2026-06-28,BCN,CDG,"BCN - CDG",353.43,Confirmed,Mastercard,Successful,1,DEV-001478,CARD-001478-2,IT,GB,76,324,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5129,889,"Sofia Martin",DE,"2025-10-22 09:04:07",2025-10-22,2025,10,2025-10,2025-11-18,FRA,AMS,"FRA - AMS",494.26,Confirmed,Amex,Failed,0,DEV-000889,CARD-000889-1,DE,DE,27,93,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5130,574,"Daniel Smith",NG,"2025-12-04 19:40:54",2025-12-04,2025,12,2025-12,2026-05-15,LOS,MXP,"LOS - MXP",1202.92,Confirmed,Amex,Successful,0,DEV-000574,CARD-000574-2,NG,NG,162,936,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5131,630,"Isabella Rossi",ES,"2025-12-17 04:02:54",2025-12-17,2025,12,2025-12,2026-05-08,ORY,LHR,"ORY - LHR",889.04,Confirmed,Visa,Successful,0,DEV-SHARED-046,CARD-000630-1,ES,NL,142,233,0,0,1,0,0,1,0,35,Medium,"Additional verification",0,Cleared
5132,673,"James Wilson",GB,"2026-02-26 01:54:45",2026-02-26,2026,2,2026-02,2026-05-13,MUC,AMS,"MUC - AMS",1393.29,Confirmed,Mastercard,Successful,1,DEV-000673,CARD-000673-1,GB,GB,76,65,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5133,1235,"James Clark",RO,"2025-11-10 10:39:33",2025-11-10,2025,11,2025-11,2026-04-30,MAD,AUH,"MAD - AUH",660.16,Confirmed,Visa,Successful,0,DEV-001235,CARD-001235-2,US,GB,171,847,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5134,194,"Isabella Rossi",GB,"2026-07-08 13:05:36",2026-07-08,2026,7,2026-07,2026-07-12,JFK,LOS,"JFK - LOS",1423.02,Confirmed,Visa,Successful,0,DEV-SHARED-009,CARD-000194-2,GB,GB,4,998,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
5135,674,"Olivia Garcia",ES,"2025-10-16 13:30:50",2025-10-16,2025,10,2025-10,2026-03-22,MAN,NCE,"MAN - NCE",1379.15,Confirmed,PayPal,Successful,0,DEV-000674,CARD-SHARED-052,ES,ES,157,314,0,0,0,0,0,0,1,25,Low,Allow,0,Cleared
5136,151,"Lucas Miller",GR,"2026-01-10 20:42:47",2026-01-10,2026,1,2026-01,2026-07-01,BER,LGW,"BER - LGW",1282.57,Completed,Amex,Successful,0,DEV-000151,CARD-000151-2,AL,GR,172,443,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5137,1984,"Alex Moore",RO,"2025-09-22 04:14:17",2025-09-22,2025,9,2025-09,2025-12-16,VCE,LOS,"VCE - LOS",1803.79,Completed,Visa,Successful,4,DEV-001984,CARD-001984-2,RO,GB,85,376,1,0,1,1,0,0,0,50,Medium,"Additional verification",0,Cleared
5138,2,"Sofia Martin",RO,"2026-02-15 14:46:59",2026-02-15,2026,2,2026-02,2026-05-04,AGP,ORY,"AGP - ORY",579.94,Confirmed,PayPal,Successful,0,DEV-000002,CARD-000002-2,RO,ES,78,25,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5139,761,"Daniel Wilson",DE,"2026-01-06 16:07:44",2026-01-06,2026,1,2026-01,2026-06-15,TIA,FRA,"TIA - FRA",193.24,Completed,Visa,Successful,0,DEV-000761,CARD-SHARED-064,DE,GB,160,72,0,0,1,0,0,0,1,40,Medium,"Additional verification",0,Cleared
5140,667,"Alex Brown",GR,"2025-11-17 10:12:51",2025-11-17,2025,11,2025-11,2026-03-26,LOS,MAD,"LOS - MAD",206.70,Confirmed,Mastercard,Successful,0,DEV-SHARED-095,CARD-000667-2,US,GR,129,641,0,0,1,0,0,1,0,35,Medium,"Additional verification",0,Cleared
5141,851,"Mia Moore",NL,"2025-06-13 11:28:43",2025-06-13,2025,6,2025-06,2025-11-17,MXP,HER,"MXP - HER",975.76,Cancelled,Mastercard,Successful,0,DEV-000851,CARD-000851-2,NL,NL,157,363,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5142,854,"Noah Anderson",RO,"2026-06-14 05:28:52",2026-06-14,2026,6,2026-06,2026-10-24,ORY,MAD,"ORY - MAD",721.41,Cancelled,PayPal,Successful,1,DEV-000854,CARD-000854-1,RO,RO,132,892,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5143,1994,"Sofia Anderson",AL,"2025-04-19 07:12:00",2025-04-19,2025,4,2025-04,2025-08-23,MUC,OTP,"MUC - OTP",834.43,Completed,PayPal,Successful,0,DEV-001994,CARD-001994-1,AL,AL,126,789,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5144,334,"Amelia Moore",NL,"2025-09-01 21:57:16",2025-09-01,2025,9,2025-09,2025-12-26,LGW,VCE,"LGW - VCE",923.31,Cancelled,Visa,Successful,0,DEV-000334,CARD-000334-1,NL,NL,116,11,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5145,1389,"James Wilson",NG,"2025-04-24 07:30:26",2025-04-24,2025,4,2025-04,2025-08-13,TIA,HER,"TIA - HER",291.65,Confirmed,PayPal,Successful,0,DEV-001389,CARD-001389-1,NG,NG,111,310,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5146,744,"Ava Anderson",US,"2026-05-11 18:54:58",2026-05-11,2026,5,2026-05,2026-10-14,FRA,LOS,"FRA - LOS",451.85,Completed,Visa,Successful,3,DEV-000744,CARD-000744-1,AE,US,156,54,0,0,1,1,0,0,0,30,Medium,"Additional verification",0,Cleared
5147,639,"Isabella Lee",US,"2026-07-10 17:51:48",2026-07-10,2026,7,2026-07,2026-07-11,FCO,SKG,"FCO - SKG",530.63,Completed,Amex,Successful,0,DEV-000639,CARD-000639-1,US,IT,1,294,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5148,1590,"Maria Brown",DE,"2025-04-17 17:18:08",2025-04-17,2025,4,2025-04,2025-09-26,OTP,AMS,"OTP - AMS",818.01,Confirmed,Mastercard,Successful,0,DEV-001590,CARD-001590-2,DE,FR,162,70,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5149,1935,"Liam Clark",IT,"2026-06-08 06:47:22",2026-06-08,2026,6,2026-06,2026-06-19,BER,FCO,"BER - FCO",1005.66,Completed,PayPal,Successful,4,DEV-001935,CARD-001935-1,IT,IT,11,435,0,0,0,1,0,0,0,15,Low,Allow,0,Cleared
5150,1692,"Noah Martin",RO,"2026-06-30 13:41:58",2026-06-30,2026,6,2026-06,2026-11-28,HER,AMS,"HER - AMS",1271.17,Confirmed,Visa,Successful,0,DEV-SHARED-101,CARD-001692-2,FR,AL,151,882,0,0,1,0,0,1,0,35,Medium,"Additional verification",0,Cleared
5151,828,"Ethan Moore",GB,"2025-04-09 19:17:20",2025-04-09,2025,4,2025-04,2025-07-02,LOS,ORY,"LOS - ORY",1029.98,Completed,PayPal,Successful,4,DEV-000828,CARD-000828-1,GB,GB,84,419,0,0,0,1,0,0,0,15,Low,Allow,0,Cleared
5152,70,"Noah Wilson",NG,"2026-01-14 17:49:49",2026-01-14,2026,1,2026-01,2026-05-16,MAD,AMS,"MAD - AMS",388.37,Confirmed,PayPal,Successful,0,DEV-SHARED-111,CARD-000070-2,NG,NG,122,66,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
5153,197,"Alex Taylor",RO,"2026-05-02 09:47:32",2026-05-02,2026,5,2026-05,2026-06-20,VCE,LOS,"VCE - LOS",1253.43,"Pending Review",Visa,Successful,1,DEV-SHARED-087,CARD-000197-1,ES,RO,49,1015,0,0,1,0,0,1,0,35,Medium,"Additional verification",0,Cleared
5154,1594,"Lucas Wilson",NL,"2026-02-06 16:53:17",2026-02-06,2026,2,2026-02,2026-03-21,ORY,DXB,"ORY - DXB",2495.26,Confirmed,Visa,Successful,2,DEV-001594,CARD-FRAUD-026,NL,DE,43,636,1,0,1,0,0,0,1,60,High,"Manual review",1,"Confirmed Fraud"
5155,1468,"Ethan Lewis",GR,"2026-07-11 23:23:53",2026-07-11,2026,7,2026-07,2027-01-05,LOS,OTP,"LOS - OTP",96.83,Completed,Visa,Successful,0,DEV-001468,CARD-001468-1,GR,GR,178,56,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5156,266,"Leo Garcia",DE,"2026-01-16 22:38:50",2026-01-16,2026,1,2026-01,2026-07-07,VCE,TIA,"VCE - TIA",108.05,Confirmed,PayPal,Successful,0,DEV-SHARED-065,CARD-000266-1,DE,IT,172,18,0,0,1,0,0,1,0,35,Medium,"Additional verification",0,Cleared
5157,333,"Olivia Garcia",GB,"2026-06-21 03:24:39",2026-06-21,2026,6,2026-06,2026-11-06,TIA,SKG,"TIA - SKG",432.25,Confirmed,PayPal,Failed,0,DEV-000333,CARD-000333-2,GB,GB,138,73,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5158,1928,"Amelia Miller",FR,"2026-07-05 06:09:55",2026-07-05,2026,7,2026-07,2026-11-28,ATH,OTP,"ATH - OTP",630.09,Confirmed,PayPal,Successful,0,DEV-001928,CARD-001928-1,FR,FR,146,622,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5159,1631,"James Taylor",DE,"2026-06-27 13:12:35",2026-06-27,2026,6,2026-06,2026-10-19,TIA,HER,"TIA - HER",526.67,Confirmed,Amex,Successful,0,DEV-SHARED-060,CARD-001631-1,DE,DE,114,39,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
5160,1977,"Ava Brown",NG,"2026-05-11 23:24:05",2026-05-11,2026,5,2026-05,2026-08-07,FRA,DXB,"FRA - DXB",205.75,Cancelled,Mastercard,Successful,0,DEV-001977,CARD-001977-2,NG,NG,88,72,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5161,876,"Emma Smith",US,"2025-07-06 01:06:13",2025-07-06,2025,7,2025-07,2026-01-02,LHR,JFK,"LHR - JFK",677.42,"Pending Review",PayPal,Successful,0,DEV-000876,CARD-000876-2,US,US,180,846,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5162,827,"Emma Rossi",US,"2025-10-29 20:13:29",2025-10-29,2025,10,2025-10,2026-04-12,CDG,MUC,"CDG - MUC",910.94,Confirmed,PayPal,Successful,0,DEV-000827,CARD-000827-2,IT,US,165,467,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5163,1057,"Sofia Wilson",DE,"2026-04-16 13:57:39",2026-04-16,2026,4,2026-04,2026-05-26,DXB,FCO,"DXB - FCO",780.17,Completed,Amex,Successful,0,DEV-001057,CARD-SHARED-018,DE,DE,40,63,0,0,0,0,0,0,1,25,Low,Allow,0,Cleared
5164,1747,"Mia Lee",RO,"2026-05-23 15:36:49",2026-05-23,2026,5,2026-05,2026-09-17,LAX,ORY,"LAX - ORY",186.22,Confirmed,PayPal,Successful,0,DEV-001747,CARD-SHARED-062,RO,DE,117,32,0,0,1,0,0,0,1,40,Medium,"Additional verification",0,Cleared
5165,1951,"Leo Brown",GR,"2025-03-23 12:58:09",2025-03-23,2025,3,2025-03,2025-05-03,BCN,CDG,"BCN - CDG",634.15,Confirmed,PayPal,Successful,5,DEV-001951,CARD-001951-1,GR,NL,41,786,0,0,1,1,0,0,0,30,Medium,"Additional verification",0,Cleared
5166,1300,"Noah Anderson",RO,"2025-12-08 09:45:02",2025-12-08,2025,12,2025-12,2026-02-21,ORD,SKG,"ORD - SKG",1342.19,Confirmed,Amex,Successful,0,DEV-SHARED-008,CARD-001300-2,RO,RO,75,236,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
5167,1815,"Ethan Lewis",GB,"2025-07-15 00:33:58",2025-07-15,2025,7,2025-07,2025-07-16,LGW,TIA,"LGW - TIA",2552.84,Confirmed,Amex,Successful,0,DEV-001815,CARD-001815-1,GB,GB,1,147,1,1,0,0,0,0,0,35,Medium,"Additional verification",0,Cleared
5168,1851,"Noah Brown",GR,"2025-07-01 05:56:57",2025-07-01,2025,7,2025-07,2025-09-01,AMS,TIA,"AMS - TIA",673.25,Completed,PayPal,Successful,0,DEV-001851,CARD-001851-1,GR,GR,62,802,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5169,270,"Amelia Lewis",IT,"2026-05-07 01:47:03",2026-05-07,2026,5,2026-05,2026-05-23,TIA,ORY,"TIA - ORY",311.58,Completed,Visa,Failed,0,DEV-000270,CARD-000270-2,IT,IT,16,462,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5170,1507,"Lucas Clark",GR,"2025-08-22 02:36:39",2025-08-22,2025,8,2025-08,2025-12-06,DXB,OTP,"DXB - OTP",910.64,Confirmed,Visa,Successful,0,DEV-001507,CARD-001507-1,DE,GR,106,195,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
5171,703,"Lucas Thomas",GR,"2026-04-10 13:56:41",2026-04-10,2026,4,2026-04,2026-04-18,LGW,MUC,"LGW - MUC",1162.68,Completed,Amex,Successful,0,DEV-000703,CARD-000703-1,GR,GR,8,124,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
5172,1487,"Daniel Clark",IT,"2026-05-14 21:46:41",2026-05-14,2026,5,2026-05,2026-05-14,MUC,AMS,"MUC - AMS",2185.61,Confirmed,PayPal,Successful,0,DEV-001487,CARD-FRAUD-006,ES,AL,0,1,1,1,1,0,1,0,1,85,High,"Manual review",1,"Confirmed Fraud"
5173,1772,"Emma Lewis",RO,"2025-11-14 14:59:10",2025-11-14,2025,11,2025-11,2025-11-15,ORY,MUC,"ORY - MUC",101.02,Completed,Mastercard,Successful,0,DEV-001772,CARD-SHARED-047,US,FR,1,688,0,0,1,0,0,0,1,40,Medium,"Additional verification",0,Cleared
5174,1005,"Amelia Thomas",FR,"2025-06-10 04:40:57",2025-06-10,2025,6,2025-06,2025-10-09,ATH,FRA,"ATH - FRA",665.85,Completed,Amex,Successful,0,DEV-001005,CARD-SHARED-028,FR,FR,121,880,0,0,0,0,0,0,1,25,Low,Allow,0,Cleared
5175,434,"Isabella Martin",IT,"2025-08-26 02:27:05",2025-08-26,2025,8,2025-08,2025-08-26,ORD,BER,"ORD - BER",588.69,Completed,Amex,Successful,0,DEV-000434,CARD-000434-2,IT,IT,0,290,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
